C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\center_2024_02_10_20_39_00_374.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\left_2024_02_10_20_39_00_374.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\right_2024_02_10_20_39_00_374.jpg,0,0,0,2.810285
C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\center_2024_02_10_20_39_00_438.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\left_2024_02_10_20_39_00_438.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\right_2024_02_10_20_39_00_438.jpg,0,0,0,2.787707
C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\center_2024_02_10_20_39_00_507.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\left_2024_02_10_20_39_00_507.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\right_2024_02_10_20_39_00_507.jpg,0,0,0,2.770894
C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\center_2024_02_10_20_39_00_575.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\left_2024_02_10_20_39_00_575.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\right_2024_02_10_20_39_00_575.jpg,0,0,0,2.748634
C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\center_2024_02_10_20_39_00_644.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\left_2024_02_10_20_39_00_644.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\right_2024_02_10_20_39_00_644.jpg,0,0,0,2.732056
C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\center_2024_02_10_20_39_00_713.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\left_2024_02_10_20_39_00_713.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\right_2024_02_10_20_39_00_713.jpg,-0.1,0,0,2.709067
C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\center_2024_02_10_20_39_00_781.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\left_2024_02_10_20_39_00_781.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\right_2024_02_10_20_39_00_781.jpg,-0.25,0,0,2.687784
C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\center_2024_02_10_20_39_00_849.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\left_2024_02_10_20_39_00_849.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\right_2024_02_10_20_39_00_849.jpg,-0.4,0.0851631,0,2.689571
C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\center_2024_02_10_20_39_00_918.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\left_2024_02_10_20_39_00_918.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\right_2024_02_10_20_39_00_918.jpg,0,0.322926,0,2.869712
C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\center_2024_02_10_20_39_00_985.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\left_2024_02_10_20_39_00_985.jpg,C:\Users\PC\Desktop\Work\Spark\Simulation Data\IMG\right_2024_02_10_20_39_00_985.jpg,0,0.5047116,0,3.158291
